id,timestamp,device_id,millisecons,lon,lat,latitude_raw,longitude_raw,timestamp_gps,direction
12429,2017-06-25 10:13:55.183693,17,0,512670.420000,4663667.960000,4663672.476066,512667.582878,2017-06-07 10:13:53,0
12430,2017-06-25 10:13:55.701209,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12431,2017-06-25 10:13:55.457943,17,0,512670.420000,4663667.960000,4663672.420550,512667.582978,2017-06-07 10:13:55,0
12432,2017-06-25 10:13:55.453794,15,11228440,512708.800558,4663620.063292,-500.000000,-500.000000,2017-06-07 10:13:55,0
12433,2017-06-25 10:13:56.284005,17,0,512670.420000,4663667.960000,4663672.320622,512667.583157,2017-06-07 10:13:56,0
12434,2017-06-25 10:13:56.282064,8,810977,512715.416666,4663627.236746,-500.000000,-500.000000,2017-06-07 10:13:56,72
12435,2017-06-25 10:13:56.505681,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12436,2017-06-25 10:13:55.986711,7,8038253,512762.176120,4663617.594731,-500.000000,-500.000000,2017-06-07 10:13:55,71
12437,2017-06-25 10:13:55.728124,17,0,512670.420000,4663667.960000,4663672.376168,512667.599589,2017-06-07 10:13:55,0
12438,2017-06-25 10:13:55.724225,16,11029803,512792.009191,4663602.559510,-500.000000,-500.000000,2017-06-07 10:13:55,0
12439,2017-06-25 10:13:58.019668,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12440,2017-06-25 10:13:57.723428,17,0,512670.420000,4663667.960000,4663672.265077,512667.566726,2017-06-07 10:13:56,0
12441,2017-06-25 10:13:58.313781,17,0,512670.420000,4663667.960000,4663671.954041,512667.484628,2017-06-07 10:13:57,0
12442,2017-06-25 10:13:59.537593,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12443,2017-06-25 10:13:59.296222,2,846422,512780.388139,4663616.017712,-500.000000,-500.000000,2017-06-07 10:13:59,73
12444,2017-06-25 10:13:59.566789,17,0,512670.420000,4663667.960000,4663671.676463,512667.485126,2017-06-07 10:13:59,0
12445,2017-06-25 10:13:59.562429,4,911567,512755.343466,4663625.077023,-500.000000,-500.000000,2017-06-07 10:13:59,54
12446,2017-06-25 10:14:01.056989,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12447,2017-06-25 10:14:00.869347,17,0,512670.420000,4663667.960000,4663671.620932,512667.476960,2017-06-07 10:13:59,0
12448,2017-06-25 10:14:01.143496,17,0,512670.420000,4663667.960000,4663671.432179,512667.477299,2017-06-07 10:14:01,0
12449,2017-06-25 10:14:01.139485,6,698136,512722.745872,4663619.388906,-500.000000,-500.000000,2017-06-07 10:14:00,69
12450,2017-06-25 10:14:02.696676,17,0,512670.420000,4663667.960000,4663671.210012,512667.419839,2017-06-07 10:14:02,0
12451,2017-06-25 10:14:02.692810,15,11235718,512709.065057,4663620.063768,-500.000000,-500.000000,2017-06-07 10:14:02,0
12452,2017-06-25 10:14:02.928491,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12453,2017-06-25 10:14:02.422408,17,0,512670.420000,4663667.960000,4663671.398870,512667.477359,2017-06-07 10:14:01,0
12454,2017-06-25 10:14:03.232903,17,0,512670.420000,4663667.960000,4663671.098981,512667.420038,2017-06-07 10:14:03,0
12455,2017-06-25 10:14:03.229537,7,8045672,512755.833982,4663618.926754,-500.000000,-500.000000,2017-06-07 10:14:03,70
12456,2017-06-25 10:14:03.436947,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12457,2017-06-25 10:14:02.962465,17,0,512670.420000,4663667.960000,4663671.176733,512667.436430,2017-06-07 10:14:02,0
12458,2017-06-25 10:14:02.958274,16,11036867,512791.297966,4663602.769182,-500.000000,-500.000000,2017-06-07 10:14:02,0
12459,2017-06-25 10:14:03.943504,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12460,2017-06-25 10:14:03.499090,17,0,512670.420000,4663667.960000,4663671.065642,512667.403567,2017-06-07 10:14:03,0
12461,2017-06-25 10:14:03.494871,8,818390,512716.522908,4663623.397042,-500.000000,-500.000000,2017-06-07 10:14:03,74
12462,2017-06-25 10:14:05.043320,17,0,512670.420000,4663667.960000,4663671.032318,512667.395361,2017-06-07 10:14:03,0
12463,2017-06-25 10:14:06.464488,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12464,2017-06-25 10:14:06.214947,17,0,512670.420000,4663667.960000,4663670.821284,512667.354412,2017-06-07 10:14:05,0
12465,2017-06-25 10:14:06.484960,2,853528,512789.294149,4663613.846514,-500.000000,-500.000000,2017-06-07 10:14:06,75
12466,2017-06-25 10:14:07.979105,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12467,2017-06-25 10:14:07.857582,17,0,512670.420000,4663667.960000,4663670.677018,512667.395998,2017-06-07 10:14:06,0
12468,2017-06-25 10:14:07.853371,4,919363,512765.039440,4663624.850275,-500.000000,-500.000000,2017-06-07 10:14:07,31
12469,2017-06-25 10:14:08.518657,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
12470,2017-06-25 10:14:08.389701,6,705462,512717.549354,4663617.969442,-500.000000,-500.000000,2017-06-07 10:14:08,58
12471,2017-06-25 10:14:08.127786,17,0,512670.420000,4663667.960000,4663670.566060,512667.437525,2017-06-07 10:14:08,0
12472,2017-06-25 10:14:08.123814,5,753067,512800.600623,4663614.344438,-500.000000,-500.000000,2017-06-07 10:14:07,85
12473,2017-06-25 10:14:08.979386,17,0,512670.420000,4663667.960000,4663670.543854,512667.437565,2017-06-07 10:14:08,0
12474,2017-06-25 10:14:09.786700,17,0,512670.420000,4663667.960000,4663670.654886,512667.437366,2017-06-07 10:14:09,0
12475,2017-06-25 10:14:09.782858,16,11043700,512792.008145,4663603.136873,-500.000000,-500.000000,2017-06-07 10:14:09,0
12476,2017-06-25 10:14:09.833823,17,0,512670.420000,4663667.960000,4663667.716560,512669.674339,2017-06-07 09:52:07,0
